price in aud,brand,model number,made in,warranty,available colors,body type,engine type,engine power,torque,no. of cylinders,transmission type,drive type,gear box,steering type,minimum turning radius,front suspension,back suspension,length,width,height,wheel base,ground clearance,kerb weight,tyre size,wheel size,front brake,rear brake,mileage in city,mileage on highway,fuel type,seating capacity,fuel tank capacity (litres),no. of doors,air conditioner,heater,antilock braking system,central locking,power steering,power windows,anti-lock braking,brake assist,power door locks,rear seat belts,seat belt warning,door ajar warning,adjustable seats,engine immobilizer,crash sensor,engine check warning,rear camera,anti-theft device,touch screen,audio system remote control,speakers front & back,bluetooth connectivity,usb & auxiliary input,adjustable steering column,height adjustable driving seat,digital clock,outside temperature display,smoke headlamps,electric folding rear view mirror,automatic climate control,low fuel warning light,rear reading lamp,bottle holder,voice control,steering gear type,child safety locks,night rear view mirror,vehicle stability control system,parking sensors,radio,fog lights front & back,keyless entry,centrally mounted fuel tank,leather seats,electric adjustable seats,charger,maximum speed,acceleration time (0-100 kmph),dvd player,boot space,tyre pressure monitor,smart access card entry,fuel system,tyre type,cd player,xenon headlamps,displacement (cc),halogen headlamps,assembled in,cassette player,shock absorbers type,valve configuration,removable/convertible top,introduction date
"113,314",Lincoln,aviator black label 2021,canada,"basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 6 years / 70000 miles and roadside assistance: unlimited years / unlimited miles","burgundy velvet, flight blue, infinite black, pristine white, silver radiance and chroma caviar dark gray.",suv,3.0-liter twin-turbo v6 gas,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,6-cylinders,automatic,all wheel drive (awd),10-speed,power,,strut,multi-link,199.3 in,82.3 in,69.6 in,119.1 in,,"4,892 lbs",front tire: p275/40wr22 and rear tire: p275/40wr22,front and rear wheel size: 22 in x 10 in,discs,discs,17,24,gasoline,6 seater,20.2 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,rack-pinion,yes,yes,yes,yes,yes,,yes,,,yes,turbo,,,,,yes,yes,gasoline direct injection,tubeless,,,3.0 l/183,,,,,,,
"99,216",Lincoln,aviator grand touring 2021,canada,"basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 6 years / 70000 miles and roadside assistance: unlimited years / unlimited miles","asher gray, infinite black, silver radiance, burgundy velvet, ceramic pearl, iced mocha, ocean drive blue, pristine white and red carpet",suv,3.0-liter plug-in hybrid,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,,automatic,all wheel drive (awd),10-speed,power,,strut,multi-link,199.3 in,82.3 in,70 in,119.1 in,,"5,673 lbs",front tire: p275/45vr21 and rear tire: p275/45vr21,front and rear wheel size: 21 in x 10 in,discs,discs,19,23,hybrid,6 seater,18 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,yes,,,,,,yes,yes,hybrid,tubeless,,,3.0 l/183,,,,,,,
"85,608",Lincoln,aviator reserve awd 2021,canada,"basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 6 years / 70000 miles and roadside assistance: unlimited years / unlimited miles","asher gray, infinite black, silver radiance, burgundy velvet, ceramic pearl, iced mocha, ocean drive blue, pristine white and red carpet",suv,3.0-liter twin-turbo v6 gas,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,v6,automatic,all wheel drive (awd),10-speed,power,,strut,multi-link,199.3 in,82.3 in,69.6 in,119.1 in,,"4,892 lbs",front tire: p255/55hr20 and rear tire: p255/55hr20,front and rear wheel size: 20 in x 9 in,discs,discs,17,24,gasoline,6 seater,20.2 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,rack-pinion,yes,yes,yes,yes,yes,,yes,yes,yes,,turbo,,,yes,,,yes,gasoline direct injection,tubeless,,,3.0 l/183,,,,,,,
"73,656",Alfa Romeo,stelvio estrema 2023,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles , roadside assistance: 4 years / unlimited miles","alfa white, alfa rosso, misano blue metallic, and vulcano black metallic.",suv,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all wheel drive (awd),8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"4,007 lbs",p255/40hr21,20 in x 8.5 in aluminum wheels,discs,discs,22 city,28 hwy,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,,,turbo,,,yes,,yes,,,,,,,,,,,,,
"69,408",Alfa Romeo,stelvio sprint awd 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",suv,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,6.5 in,"3,901 lbs",p235/60hr18,18 in x 8 in,4 wheel discs,4 wheel abs,22 mpg,28 mpg,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,,,,,,,176 mph,0-60 mph in 3.6 seconds,,,,,,,,,,,,,,,,
"66,528",Alfa Romeo,stelvio sprint 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, anodized blue metallic, moonlight gray metallic, vesuvio gray metallic, and vulcano black metallic.",suv,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear-wheel drive,8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"3,901 lbs",p235/60hr18,18 in x 8 in aluminum wheels,discs,discs,22 mpg,28 mpg,premium,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,yes,yes,,,,,,,yes,,,,,,,,,,,,
"66,168",Alfa Romeo,giulia awd 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all wheel drive (rwd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,56.5 in,111 in,,"3,632 lbs",p225/50yr17,17 in x 7.5 in aluminum wheels,discs,discs,23 mpg,31 mpg,premium,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,149 mph,0-60 mph in 5.5 seconds,,,,,,,,,,,,,,,,
"63,288",Alfa Romeo,giulia 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear wheel drive (rwd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,56.5 in,111 in,,"3,521 lbs",p225/50yr17,17 in x 7.5 in aluminum wheels,discs,discs,24 mpg,33 mpg,premium,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,149 mph,0-60 mph in 5.5 seconds,,,,,,,,,,,,,,,,
"69,106",Alfa Romeo,giulia veloce awd 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, misano blue metallic, moonlight gray metallic, ocra gt tri-coat, rosso etna, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,632 lbs",p225/40yr19,19 in x 8 in aluminum wheels,discs,discs,23 mpg,31 mpg,premium,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"69,106",Alfa Romeo,giulia estrema awd 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, misano blue metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,632 lbs",p225/40yr19,19 in x 8 in aluminum wheels,discs,discs,23 mpg,31 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"66,226",Alfa Romeo,giulia ti 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, misano blue metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,521 lbs",p225/40yr19,19 in x 8 in aluminum wheels,discs,discs,24 mpg,33 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"69,106",Alfa Romeo,giulia ti awd 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, anodized blue metallic, moonlight gray metallic, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,632 lbs",p225/45yr18,18 in x 8 in aluminum wheels,discs,discs,23 mpg,31 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"66,226",Alfa Romeo,giulia veloce 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, misano blue metallic, moonlight gray metallic, ocra gt tri-coat, rosso etna, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear wheel drive (rwd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,521 lbs",p225/40yr19,19 in x 8 in aluminum wheels,discs,discs,24 mpg,33 mpg,premium,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"69,408",Alfa Romeo,stelvio awd 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",suv,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,6.5 in,"3,901 lbs",p235/60hr18,18 in x 8 in,4 wheel discs,4 wheel abs,22 mpg,28 mpg,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,,,,,,,176 mph,0-60 mph in 3.6 seconds,,,,,,,,,,,,,,,,
"64,368",Alfa Romeo,giulia ti sport awd 2022,italy,"basic: 4 years / 50000 miles, corrosion: 5 years / unlimited miles, drivetrain: 4 years / 50000 miles and roadside assistance: 4 years / unlimited miles","alfa black, alfa rosso, alfa white, anodized blue metallic, lunare white metallic, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, stromboli gray metallic, trofeo white tri-coat, verde visconti metal",suv,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4-cylinder,automatic,all wheel drive (awd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,57.1 in,73.7 in,111 in,,"3,632 lbs",front tire: p225/40yr19 and rear tire: p225/40yr19,front and rear wheel size: 19 in x 8 in,4 wheel discs,4 wheel discs,23 mpg,31 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,,,,,turbocharged,149 mph,0-60 mph in 3.8 seconds,,,,,,,,,2.0 l/122,,,,,,,
"64,930",Alfa Romeo,giulia veloci ti 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,521 lbs",p225/40yr19,19 in x 8 in,4 wheel discs,4 wheel discs,24 mpg,33 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,,,,yes,,tbc,tbc,,,,,,,,,,,,,,,,
"66,528",Alfa Romeo,stelvio 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, anodized blue metallic, moonlight gray metallic, vesuvio gray metallic, and vulcano black metallic.",suv,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear-wheel drive,8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"3,901 lbs",p235/60hr18,18 in x 8 in aluminum wheels,discs,discs,22 mpg,28 mpg,premium,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,yes,yes,,,,,,,yes,,,,,,,,,,,,
"67,896",Alfa Romeo,stelvio awd 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, anodized blue metallic, moonlight gray metallic, vesuvio gray metallic, and vulcano black metallic.",suv,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"4,007 lbs",p235/60hr18,18 in x 8 in aluminum wheels,discs,discs,22 mpg,28 mpg,premium,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,yes,,,,,,,,,,,,
"65,016",Alfa Romeo,stelvio 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, anodized blue metallic, moonlight gray metallic, vesuvio gray metallic, and vulcano black metallic.",suv,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear-wheel drive,8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"3,901 lbs",p235/60hr18,18 in x 8 in aluminum wheels,discs,discs,22 mpg,29 mpg,premium,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,yes,,,,,,,,,,,,
"122,832",Alfa Romeo,stelvio quadrifoglio 2023,"turin‎, italy","4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa rosso, misano blue metallic, ocra gt tri-coat, rosso etna, verde montreal tri-coat, vesuvio gray metallic,and vulcano black metallic.",suv,2.9-liter twin-turbo v6 gas,505 hp @ 6500 rpm,443 lb-ft @ 2500 rpm,6-cylinder,automatic,all wheel drive (awd),8-speed,power,,double wishbone,multi-link,185.1 in,77 in,66.3 in,111 in,,"4,313 lbs",p255/45yr20 front tire and p285/40yr20 rear tire,20 in x 9 in front wheel and 20 in x 10 in rear wheel aluminum wheels,discs,discs,17 mpg,23 mpg,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,yes,,,,turbocharged,,,yes,,,,,,,,,,,,,,,
"73,656",Alfa Romeo,stelvio ti 2023,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles , roadside assistance: 4 years / unlimited miles","alfa black, alfa rosso, alfa white, anodized blue metallic, lunare white metallic, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, stromboli gray metallic, trofeo white tri-coat, verde visconti metal",suv,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all wheel drive (awd),8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"4,007 lbs",p235/55hr19,19 in x 8 in aluminum wheels,discs,discs,22 city,28 hwy,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,,,turbo,,,yes,,yes,,,,,,,,,,,,,
"73,656",Alfa Romeo,stelvio veloce ti 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa rosso, anodized blue metallic, misano blue metallic, moonlight gray metallic, ocra gt tri-coat, rosso etna, vesuvio gray metallic, and vulcano black metallic.",suv,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"4,007 lbs",p255/45hr20,20 in x 8.5 in aluminum wheels,discs,discs,22 mpg,28 mpg,premium,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,yes,,,,,,,,,,,,
"66,226",Alfa Romeo,giulia ti 2023,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, anodized blue metallic, moonlight gray metallic, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,521 lbs",p225/45yr18,18 in x 8 in aluminum wheels,discs,discs,24 mpg,33 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"114,379",Alfa Romeo,giulia quadrifoglio 2023,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles and roadside assistance: 4 years / unlimited miles","alfa rosso, misano blue metallic, ocra gt tri-coat, rosso etna, verde montreal tri-coat, vesuvio gray metallic, and vulcano black metallic.",sedan,2.9-liter twin-turbo v6 gas,505 hp @ 6500 rpm,443 lb-ft @ 2500 rpm,6,automatic,rear-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,56.1 in,111 in,,"3,806 lbs",front tire: p245/35yr19 and rear tire: p285/30yr19,front wheel: 19 in x 8.5 in and rear wheel: 19 in x 10 in,discs,discs,17 mpg,25 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,yes,rack-pinion,yes,yes,yes,yes,yes,,yes,,,yes,turbo,,,,,yes,yes,,,,,,,,,,,,
"64,728",Alfa Romeo,giulia sprint awd 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, misano blue metallic, moonlight gray metallic, ocra gt tri-coat, rosso etna, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,632 lbs",p225/50yr17,17 in x 7.5 in aluminum wheels,discs,discs,23 mpg,31 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
